TRACE BEGIN axis=1 rows=800 kp=0.00022 ki=8e-07 kv=2.5e-06 kd=0 kff=0 ff=1 pwm=25000 target=720 duration=4 vmax=800 accel=1600 vscale=1 ascale=0.7 vsrc=1 vwin=40 valpha=0.05
t_ms,ref_mdeg,enc_mdeg,hat_mdeg,vref_mdegs,what_mdegs,duty_milli,cur_01ma
1070,586455,586414,599860,546939,567538,509,202
1075,589175,589128,602500,541339,561949,505,195
1080,591868,591814,605114,535739,556333,500,188
1085,594533,594473,607701,530139,550744,495,182
1090,597169,597104,610261,524539,545154,490,174
1095,599778,599706,612794,518939,539538,485,167
1100,602359,602280,615299,513339,533923,480,162
1105,604911,604827,617775,507739,528333,475,155
1110,607436,607345,620221,502139,522718,471,150
1115,609933,609836,622638,496539,517128,466,146
1120,612402,612298,625026,490939,511538,461,145
1125,614842,614733,627385,485339,505949,456,142
1130,617255,617139,629714,479739,500333,451,139
1135,619640,619518,632014,474139,494744,446,139
1140,621996,621868,634284,468539,489128,441,140
1145,624325,624191,636524,462939,483538,436,138
1150,626626,626486,638734,457339,477949,431,138
1155,628898,628752,640915,451739,472359,426,141
1160,631143,630990,643066,446139,466744,422,142
1165,633360,633200,645187,440539,461103,417,146
1170,635548,635383,647278,434939,455538,412,150
1175,637709,637537,649340,429339,449923,407,152
1180,639842,639664,651374,423739,444333,402,155
1185,641947,641762,653379,418139,438718,397,158
1190,644023,643833,655355,412539,433128,392,161
1195,646072,645875,657303,406939,427513,388,164
1200,648093,647890,659224,401339,421949,383,167
1205,650085,649876,661117,395739,416333,378,169
1210,652050,651835,662981,390139,410744,373,169
1215,653987,653766,664817,384539,405154,368,173
1220,655895,655668,666627,378939,399538,363,174
1225,657776,657542,668409,373339,393923,358,176
1230,659629,659388,670163,367739,388333,354,177
1235,661453,661207,671889,362139,382744,349,179
1240,663250,662998,673589,356539,377154,344,178
1245,665019,664760,675261,350939,371538,339,179
1250,666760,666495,676906,345339,365949,334,179
1255,668472,668201,678523,339739,360333,329,178
1260,670157,669879,680114,334139,354718,324,177
1265,671814,671530,681677,328539,349128,319,178
1270,673442,673152,683213,322939,343538,315,177
1275,675043,674747,684721,317339,337949,310,176
1280,676616,676313,686202,311739,332333,305,174
1285,678160,677852,687656,306139,326744,300,172
1290,679677,679363,689082,300539,321154,295,170
1295,681166,680845,690480,294939,315538,290,168
1300,682626,682299,691850,289339,309923,285,167
1305,684059,683725,693192,283739,304333,280,169
1310,685464,685124,694506,278139,298744,275,169
1315,686841,686495,695792,272539,293154,270,168
1320,688189,687837,697050,266939,287538,266,164
1325,689510,689152,698280,261339,281923,261,163
1330,690803,690438,699481,255739,276333,256,163
1335,692067,691696,700655,250139,270718,251,164
1340,693304,692927,701800,244539,265154,246,163
1345,694513,694129,702917,238939,259538,241,163
1350,695693,695304,704005,233339,253949,236,164
1355,696846,696451,705065,227739,248333,231,163
1360,697971,697567,706097,222139,242667,176,161
1365,699067,698585,707088,216539,235231,191,-453
1370,700136,699530,708019,210939,226615,220,-142
1375,701177,700490,708909,205339,219103,236,271
1380,702190,701497,709781,199739,213513,231,498
1385,703174,702528,710645,194139,209282,211,461
1390,704131,703535,711495,188539,205128,190,266
1395,705060,704482,712321,182939,200128,179,87
1400,705960,705363,713114,177339,194410,177,33
1405,706833,706196,713871,171739,190256,176,84
1410,707678,706998,714595,166139,186641,174,131
1415,708494,707777,715289,160539,181795,174,175
1420,709283,708542,715957,154939,175359,175,247
1425,710044,709300,716604,149339,168385,173,319
1430,710776,710049,717232,143739,162026,165,340
1435,711481,710777,717843,138139,156769,153,287
1440,712158,711466,718432,132539,152128,142,190
1445,712807,712107,718992,126939,147385,135,113
1450,713427,712701,719521,121339,142205,133,101
1455,714020,713262,720019,115739,136692,134,148
1460,714585,713803,720488,110139,131000,133,209
1465,715121,714331,720933,104539,125154,129,248
1470,715630,714843,721355,98939,119128,123,256
1475,716111,715332,721754,93339,113154,116,233
1480,716563,715793,722129,87739,107538,108,195
1485,716988,716218,722477,82139,102282,101,153
1490,717385,716606,722795,76539,97179,95,120
1495,717753,716958,723082,70939,91949,92,114
1500,718094,717279,723338,65339,86385,90,133
1505,718407,717577,723564,59739,80590,88,165
1510,718692,717855,723763,54139,74667,83,189
1515,718948,718112,723936,48539,68846,78,191
1520,719177,718344,724086,42939,63154,71,163
1525,719378,718546,724216,37339,57615,64,126
1530,719550,718715,724328,31739,52205,59,84
1535,719695,718850,724424,26139,46821,54,42
1540,719812,718960,724502,20539,41538,48,11
1545,719900,719054,724565,14939,36410,40,-42
1550,719961,719133,724610,9339,31410,28,-134
1555,719994,719190,724636,3739,26385,15,-256
1560,720000,719228,724637,0,21564,115,-394
1565,720000,719370,724642,0,20205,88,911
1570,720000,719560,724691,0,20897,44,528
1575,720000,719708,724759,0,21385,64,265
1580,720000,719839,724833,0,22026,35,253
1585,720000,719920,724902,0,21769,17,-79
1590,720000,719963,724951,0,20949,8,-265
1595,720000,719983,724971,0,20103,3,-340
1600,720000,719991,724965,0,19128,1,-355
1605,720000,719994,724938,0,15026,1,-347
1610,720000,719995,724894,0,10308,1,-328
1615,720000,719995,724836,0,6615,1,-310
1620,720000,719995,724770,0,3487,1,-292
1625,720000,719995,724698,0,1641,1,-276
1630,720000,719995,724621,0,692,1,-265
1635,720000,719995,724543,0,256,1,-256
1640,720000,719995,724463,0,77,1,-247
1645,720000,719995,724382,0,26,1,-242
1650,720000,719995,724301,0,0,1,-234
1655,720000,719995,724221,0,0,1,-228
1660,720000,719995,724141,0,0,1,-223
1665,720000,719995,724062,0,0,1,-216
1670,720000,719995,723984,0,0,1,-213
1675,720000,719995,723908,0,0,1,-208
1680,720000,719995,723832,0,0,1,-205
1685,720000,719995,723757,0,0,1,-200
1690,720000,719995,723684,0,0,1,-195
1695,720000,719995,723612,0,0,1,-192
1700,720000,719995,723541,0,0,1,-187
1705,720000,719995,723471,0,0,1,-183
1710,720000,719995,723403,0,0,1,-180
1715,720000,719995,723336,0,0,1,-177
1720,720000,719995,723270,0,0,1,-173
1725,720000,719995,723206,0,0,1,-169
1730,720000,719995,723143,0,0,1,-166
1735,720000,719995,723081,0,0,1,-163
1740,720000,719995,723020,0,0,1,-158
1745,720000,719995,722961,0,0,1,-156
1750,720000,719995,722903,0,0,1,-153
1755,720000,719995,722847,0,0,1,-149
1760,720000,719995,722792,0,0,1,-148
1765,720000,719995,722737,0,0,1,-143
1770,720000,719995,722683,0,0,1,-141
1775,720000,719995,722631,0,0,1,-137
1780,720000,719995,722580,0,0,1,-136
1785,720000,719995,722530,0,0,1,-133
1790,720000,719995,722481,0,0,1,-131
1795,720000,719995,722433,0,0,1,-127
1800,720000,719995,722386,0,0,1,-125
1805,720000,719995,722339,0,0,1,-122
1810,720000,719995,722293,0,0,1,-121
1815,720000,719995,722248,0,0,1,-117
1820,720000,719995,722203,0,0,1,-115
1825,720000,719995,722159,0,0,1,-113
1830,720000,719995,722116,0,0,1,-111
1835,720000,719995,722074,0,0,1,-109
1840,720000,719995,722032,0,0,1,-107
1845,720000,719995,721992,0,0,1,-103
1850,720000,719995,721953,0,0,1,-101
1855,720000,719995,721915,0,0,1,-100
1860,720000,719995,721877,0,0,1,-98
1865,720000,719995,721840,0,0,1,-95
1870,720000,719995,721804,0,0,1,-95
1875,720000,719995,721768,0,0,1,-91
1880,720000,719995,721733,0,0,1,-89
1885,720000,719995,721699,0,0,1,-88
1890,720000,719995,721665,0,0,1,-86
1895,720000,719995,721631,0,0,1,-85
